sim_s,stage,x,y,z,yaw,odom_x,odom_y,odom_v,odom_w,margin_m,nearest_model,front_strip_range_m
27.001,route_2_to_0.8,-1.894424406333664,-6.185069594084892e-11,0.00613287807508603,-3.429419857184119e-10,4.294520800648625,1.7482015917042092e-08,0.2799999999946401,6.231574396283138e-10,1.2831208992599632,entrance_curb_-0.57_-1,inf
27.206,route_2_to_0.8,-1.8370243952483332,-7.18762433690241e-11,0.006132882704009009,-4.51180511488193e-10,4.351640800647548,1.7815932551937568e-08,0.2799999999945957,8.221380565579063e-10,1.2482160550324963,entrance_curb_-0.57_-1,inf
27.446,route_2_to_0.8,-1.7698243811345675,-9.02364476026618e-11,0.006132884221128227,-5.527889945367436e-10,4.418280800646295,1.821788946020431e-08,0.27999999999486214,1.0315762581065486e-09,1.208699346994671,entrance_curb_-0.57_-1,inf
27.684,route_2_to_0.8,-1.703184364234261,-1.196663621102557e-10,0.006132881571468698,-5.799088035263171e-10,4.4849208006450425,1.863609310369669e-08,0.2799999999948177,1.1119420796310276e-09,1.1710312313883073,entrance_curb_-0.57_-1,inf
27.899,route_2_to_0.8,-1.6429843488941689,-1.4765830372143637e-10,0.006132875725442594,-6.116508309309693e-10,4.542040800643972,1.9008685917553553e-08,0.27999999999490655,1.189013045727587e-09,1.1383796238188317,entrance_curb_-0.57_-1,inf
28.101,route_2_to_0.8,-1.5864243366617616,-1.7501465963844786e-10,0.0061328674793489375,-6.370267935210362e-10,4.599160800642894,1.9395194506494202e-08,0.2799999999948177,1.2594943009683064e-09,1.108956434257029,entrance_curb_-0.57_-1,inf
28.361,route_2_to_0.8,-1.5136243252302144,-2.115238145006424e-10,0.006132853521815833,-6.640855304044299e-10,4.675320800641447,1.9933579218522165e-08,0.27999999999432923,1.3412926683310117e-09,1.072969956131222,entrance_curb_-0.57_-1,inf
28.58,route_2_to_0.8,-1.4523043202260641,-2.432036701475837e-10,0.006132839552306531,-6.817265452691933e-10,4.732440800640376,2.035562036887165e-08,0.27999999999490655,1.4067600131379401e-09,1.044390790179128,entrance_curb_-0.57_-1,inf
28.793,route_2_to_0.8,-1.3926643199484137,-2.7453750881375837e-10,0.006132824928228016,-6.921890709577233e-10,4.799080800639125,2.086879167863826e-08,0.27999999999486214,1.4616265187419967e-09,1.018192177803331,entrance_curb_-0.57_-1,inf
29.018,route_2_to_0.8,-1.3296643261801206,-3.0810980395909023e-10,0.006132815817782122,-6.077807053504463e-10,4.856200800638051,2.1327110943435076e-08,0.27999999999490655,1.4548935533023344e-09,0.9923079181991703,entrance_curb_-0.57_-1,inf
29.228,route_2_to_0.8,-1.2708643334729104,-3.340268382195689e-10,0.006132828044702754,-3.639241087065547e-10,4.913320800636972,2.180168780479081e-08,0.27999999999490655,1.01567499930224e-09,0.9698807534766276,entrance_curb_-0.57_-1,inf
29.438,route_2_to_0.8,-1.2120643360230179,-3.502589893537485e-10,0.006132842418366913,-1.5128591959587662e-10,4.979960800635718,2.2370299920165802e-08,0.27999999999486214,6.336150242473635e-10,0.9491932213343559,entrance_curb_-0.57_-1,inf
29.646,route_2_to_0.8,-1.1538243342790075,-3.583280170183165e-10,0.006132855564361541,3.097725044829083e-11,5.027560800634815,2.2782835450826196e-08,0.27999999999486214,3.385105815728057e-10,0.930480718529854,entrance_curb_-0.57_-1,inf
